690.196	-0.683812	0
694.118	1.38953	0
698.039	-0.193205	0
701.961	0.517306	0
705.882	0.0748861	0
709.804	-2.33959	0
713.725	-1.0547	0
717.647	-1.99144	0
721.569	-1.76047	0
725.49	0.545886	0
729.412	-0.784704	0
733.333	0.15258	0
737.255	0.0344488	0
741.176	-2.13131	0
745.098	-0.593629	0
749.02	-1.24628	0
752.941	-0.843543	0
756.863	1.67591	0
760.784	0.504183	0
764.706	1.50106	0
768.627	1.47481	0
772.549	-0.730069	0
776.471	0.724587	0
780.392	-0.0108326	0
784.314	0.177625	0
788.235	2.51879	0
792.157	1.12782	0
796.078	1.82987	0
800	1.58056	0
803.922	-0.925892	0
807.843	0.242214	0
811.765	-0.708699	0
815.686	-0.79351	0
819.608	1.38534	0
823.529	-0.130871	0
827.451	0.44073	0
831.373	0.198868	0
835.294	-2.32019	0
839.216	-1.10605	0
843.137	-1.90493	0
847.059	-1.87668	0
850.98	0.529039	0
854.902	-0.731553	0
858.824	0.0635039	0
862.745	0.144488	0
866.667	-2.1212	0
870.588	-0.658393	0
874.51	-1.16974	0
878.431	-0.967155	0
882.353	1.64885	0
886.275	0.553847	0
890.196	1.40836	0
894.118	1.5824	0
898.039	-0.7154	0
901.961	0.662054	0
905.882	0.0724534	0
909.804	0.0639585	0
913.725	2.49865	0
917.647	1.1903	0
921.569	1.74855	0
925.49	1.69855	0
929.412	-0.896226	0
933.333	0.189499	0
937.255	-0.614383	0
941.176	-0.896161	0
945.098	1.36975	0
949.02	-0.0612872	0
952.941	0.362099	0
956.863	0.315736	0
960.784	-2.28932	0
964.706	-1.16447	0
968.627	-1.8164	0
972.549	-1.98554	0
976.471	0.500844	0
980.392	-0.671285	0
984.314	-0.0273245	0
988.235	0.247194	0
992.157	-2.09962	0
996.078	-0.730079	0
1000	-1.09149	0
